transaction_id,vendor_id,vendor_name,gstin,department,category,invoice_date,due_date,payment_date,amount,has_purchase_order,invoice_number,approved_by,status
TXN0322,V008,Fraudulent Vendor A,27AABCT1234A1Z5,HR,Consulting,2024-10-24,2024-11-23,2024-11-10,6224.18,True,INV-197666,Sneha Reddy,Paid
TXN0323,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Maintenance,2024-04-21,2024-05-21,2024-05-07,484223.65,True,INV-381581,Amit Patel,Paid
TXN0324,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Travel,2024-03-07,2024-04-06,2024-03-29,285240.34,True,INV-815707,Ravi Kumar,Paid
TXN0325,V002,Infosys Limited,29AABCI5678B2Z3,Legal,Maintenance,2024-01-09,2024-02-08,2024-01-25,66497.4,True,INV-578693,Ravi Kumar,Pending
TXN0326,V004,HCL Technologies,06AABCH3456D4Z9,Legal,Hardware,2024-11-28,2024-12-28,2024-12-14,154423.42,True,INV-387330,Ravi Kumar,Paid
TXN0327,V005,Tech Mahindra,27AABCT7890E5Z7,IT,Consulting,2024-12-06,2025-01-05,2025-01-02,452381.13,False,INV-755993,Amit Patel,Paid
TXN0328,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Legal,Software,2024-12-26,2025-01-25,2025-01-21,52115.92,True,INV-239145,Priya Sharma,Disputed
TXN0329,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Software,2024-12-22,2025-01-21,2025-01-19,175069.2,True,INV-542828,Priya Sharma,Pending
TXN0330,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Maintenance,2024-02-15,2024-03-16,2024-03-14,366727.87,True,INV-485416,Amit Patel,Paid
TXN0331,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Finance,Office Supplies,2024-12-12,2025-01-11,2025-01-02,75712.27,True,INV-739966,Priya Sharma,Pending
TXN0332,V006,Reliance Industries,27AAACR5055K1ZT,Legal,Hardware,2024-11-17,2024-12-17,2024-12-02,375393.07,True,INV-819916,Sneha Reddy,Paid
TXN0333,V002,Infosys Limited,29AABCI5678B2Z3,IT,Hardware,2024-03-04,2024-04-03,2024-03-27,296839.09,True,INV-550246,Amit Patel,Paid
TXN0334,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Office Supplies,2024-02-13,2024-03-14,2024-03-04,127842.68,True,INV-737107,Amit Patel,Paid
TXN0335,V005,Tech Mahindra,27AABCT7890E5Z7,Finance,Travel,2024-11-06,2024-12-06,2024-11-24,257213.67,True,INV-777558,Ravi Kumar,Paid
TXN0336,V008,Fraudulent Vendor A,27AABCT1234A1Z5,HR,Software,2024-05-03,2024-06-02,2024-05-23,252293.36,False,INV-112653,Amit Patel,Paid
TXN0337,V003,Wipro Technologies,29AABCW9012C3Z1,HR,Travel,2024-08-03,2024-09-02,2024-08-22,185879.17,True,INV-593894,Ravi Kumar,Paid
TXN0338,V010,Siemens India,27AABCS5678G7Z4,IT,Software,2024-05-14,2024-06-13,2024-05-29,111792.75,False,INV-927630,Sneha Reddy,Disputed
TXN0339,V005,Tech Mahindra,27AABCT7890E5Z7,Legal,Office Supplies,2024-09-13,2024-10-13,2024-10-06,384719.45,True,INV-186431,Priya Sharma,Paid
TXN0340,V002,Infosys Limited,29AABCI5678B2Z3,Operations,Software,2024-09-18,2024-10-18,2024-10-05,460857.81,True,INV-442622,Sneha Reddy,Disputed
TXN0341,V002,Infosys Limited,29AABCI5678B2Z3,Operations,Office Supplies,2024-08-11,2024-09-10,2024-08-27,366329.4,True,INV-356355,Ravi Kumar,Pending
TXN0342,V002,Infosys Limited,29AABCI5678B2Z3,HR,Travel,2024-11-07,2024-12-07,2024-11-26,32239.17,True,INV-876636,Priya Sharma,Paid
TXN0343,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Hardware,2024-12-25,2025-01-24,2025-01-16,10618.55,True,INV-648410,Amit Patel,Paid
TXN0344,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Office Supplies,2024-05-17,2024-06-16,2024-06-14,367803.24,True,INV-130782,Amit Patel,Pending
TXN0345,V005,Tech Mahindra,27AABCT7890E5Z7,Marketing,Software,2024-05-14,2024-06-13,2024-06-03,357600.01,True,INV-620248,Sneha Reddy,Disputed
TXN0346,V006,Reliance Industries,27AAACR5055K1ZT,IT,Maintenance,2024-10-17,2024-11-16,2024-11-13,87606.29,True,INV-207903,Ravi Kumar,Paid
TXN0347,V009,Shell India,07AABCS1234F6Z2,IT,Software,2024-01-07,2024-02-06,2024-01-29,126052.97,True,INV-257375,Priya Sharma,Paid
TXN0348,V009,Shell India,07AABCS1234F6Z2,Legal,Office Supplies,2024-12-01,2024-12-31,2024-12-25,212587.81,True,INV-855276,Amit Patel,Paid
TXN0349,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Consulting,2024-03-02,2024-04-01,2024-03-17,253510.27,False,INV-334026,Ravi Kumar,Pending
TXN0350,V002,Infosys Limited,29AABCI5678B2Z3,HR,Consulting,2024-06-08,2024-07-08,2024-06-29,167013.96,True,INV-486839,Priya Sharma,Paid
TXN0351,V010,Siemens India,27AABCS5678G7Z4,Operations,Office Supplies,2024-11-14,2024-12-14,2024-12-04,100000.0,True,INV-910143,Priya Sharma,Disputed
TXN0352,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Software,2024-07-28,2024-08-27,2024-08-18,16835.58,True,INV-980357,Ravi Kumar,Paid
TXN0353,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Maintenance,2024-06-06,2024-07-06,2024-06-27,56454.76,True,INV-540208,Sneha Reddy,Paid
TXN0354,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Consulting,2024-02-17,2024-03-18,2024-03-14,26730.63,True,INV-645007,Sneha Reddy,Paid
TXN0355,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Legal,Software,2024-10-24,2024-11-23,2024-11-20,52310.62,True,INV-513507,Ravi Kumar,Disputed
TXN0356,V010,Siemens India,27AABCS5678G7Z4,IT,Maintenance,2024-12-05,2025-01-04,2024-12-31,482288.05,True,INV-992247,Amit Patel,Pending
TXN0357,V006,Reliance Industries,27AAACR5055K1ZT,Operations,Maintenance,2024-05-19,2024-06-18,2024-06-14,120637.56,True,INV-907557,Ravi Kumar,Paid
TXN0358,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Maintenance,2024-08-26,2024-09-25,2024-09-23,160446.48,True,INV-907756,Priya Sharma,Pending
TXN0359,V005,Tech Mahindra,27AABCT7890E5Z7,HR,Consulting,2024-03-02,2024-04-01,2024-03-19,49758.34,True,INV-966529,Ravi Kumar,Paid
TXN0360,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Software,2024-12-30,2025-01-29,2025-01-23,127868.3,True,INV-151328,Amit Patel,Paid
TXN0361,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Maintenance,2024-08-19,2024-09-18,2024-09-09,280197.11,False,INV-584487,Ravi Kumar,Paid
TXN0362,V002,Infosys Limited,29AABCI5678B2Z3,IT,Software,2024-04-23,2024-05-23,2024-05-09,69704.04,True,INV-819622,Ravi Kumar,Disputed
TXN0363,V010,Siemens India,27AABCS5678G7Z4,Operations,Software,2024-01-12,2024-02-11,2024-02-07,498594.91,True,INV-564971,Priya Sharma,Paid
TXN0364,V006,Reliance Industries,27AAACR5055K1ZT,IT,Software,2024-08-24,2024-09-23,2024-09-08,30065.66,True,INV-961599,Sneha Reddy,Pending
TXN0365,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Office Supplies,2024-08-06,2024-09-05,2024-09-01,90539.57,True,INV-388339,Amit Patel,Pending
TXN0366,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Travel,2024-11-13,2024-12-13,2024-12-02,310403.7,True,INV-532005,Sneha Reddy,Paid
TXN0367,V002,Infosys Limited,29AABCI5678B2Z3,Operations,Maintenance,2024-03-11,2024-04-10,2024-03-30,212521.24,True,INV-651356,Priya Sharma,Disputed
TXN0368,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Office Supplies,2024-07-02,2024-08-01,2024-07-19,242443.8,True,INV-693128,Amit Patel,Pending
TXN0369,V005,Tech Mahindra,27AABCT7890E5Z7,Finance,Software,2024-06-12,2024-07-12,2024-07-11,300572.59,True,INV-916356,Amit Patel,Paid
TXN0370,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Consulting,2024-10-26,2024-11-25,2024-11-22,499804.84,True,INV-788772,Priya Sharma,Paid
TXN0371,V009,Shell India,07AABCS1234F6Z2,Legal,Software,2024-04-22,2024-05-22,2024-05-09,289967.59,True,INV-979988,Priya Sharma,Paid
TXN0372,V004,HCL Technologies,06AABCH3456D4Z9,Marketing,Consulting,2024-12-23,2025-01-22,2025-01-12,182597.65,False,INV-834591,Amit Patel,Disputed
TXN0373,V010,Siemens India,27AABCS5678G7Z4,Finance,Travel,2024-04-06,2024-05-06,2024-04-23,419164.94,True,INV-616137,Amit Patel,Paid
TXN0374,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Software,2024-01-29,2024-02-28,2024-02-24,120148.56,False,INV-601207,Ravi Kumar,Paid
TXN0375,V010,Siemens India,27AABCS5678G7Z4,Finance,Hardware,2024-06-23,2024-07-23,2024-07-08,359884.13,True,INV-439307,Ravi Kumar,Paid
TXN0376,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Office Supplies,2024-03-13,2024-04-12,2024-07-06,388311.42,True,INV-482614,Ravi Kumar,Paid
TXN0377,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Marketing,Software,2024-06-21,2024-07-21,2024-07-18,154373.75,True,INV-867926,Sneha Reddy,Pending
TXN0378,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Office Supplies,2024-10-14,2024-11-13,2024-10-29,348312.4,True,INV-474158,Priya Sharma,Disputed
TXN0379,V003,Wipro Technologies,29AABCW9012C3Z1,HR,Consulting,2024-12-18,2025-01-17,2025-01-14,150786.05,True,INV-836109,Sneha Reddy,Disputed
TXN0380,V001,Tata Consultancy Services,27AABCT1234A1Z5,Finance,Travel,2024-06-11,2024-07-11,2024-07-01,460913.92,True,INV-693022,Ravi Kumar,Pending
TXN0381,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Office Supplies,2024-02-09,2024-03-10,2024-03-04,122807.98,True,INV-193035,Amit Patel,Pending
TXN0382,V001,Tata Consultancy Services,27AABCT1234A1Z5,Operations,Hardware,2024-05-07,2024-06-06,2024-05-31,348122.16,True,INV-213282,Ravi Kumar,Paid
TXN0383,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Office Supplies,2024-08-02,2024-09-01,2024-08-17,484705.4,True,INV-497108,Amit Patel,Disputed
TXN0384,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,IT,Maintenance,2024-10-22,2024-11-21,2024-11-10,327229.93,True,INV-573209,Ravi Kumar,Paid
TXN0385,V005,Tech Mahindra,27AABCT7890E5Z7,IT,Consulting,2024-05-13,2024-06-12,2024-06-10,476072.76,True,INV-493696,Priya Sharma,Paid
TXN0386,V009,Shell India,07AABCS1234F6Z2,IT,Consulting,2024-10-31,2024-11-30,2024-11-15,492711.67,True,INV-132498,Sneha Reddy,Paid
TXN0387,V010,Siemens India,27AABCS5678G7Z4,HR,Hardware,2024-01-28,2024-02-27,2024-02-23,55122.62,True,INV-529161,Amit Patel,Paid
TXN0388,V005,Tech Mahindra,27AABCT7890E5Z7,Finance,Software,2024-01-26,2024-02-25,2024-02-16,199486.6,True,INV-261050,Ravi Kumar,Paid
TXN0389,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Software,2024-05-30,2024-06-29,2024-06-18,412829.17,True,INV-309374,Ravi Kumar,Paid
TXN0390,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Office Supplies,2024-05-29,2024-06-28,2024-06-20,488643.56,True,INV-423331,Sneha Reddy,Pending
TXN0391,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Legal,Consulting,2024-02-16,2024-03-17,2024-03-10,322723.86,True,INV-499974,Amit Patel,Paid
TXN0392,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Consulting,2024-08-13,2024-09-12,2024-09-08,235203.69,True,INV-691655,Ravi Kumar,Paid
TXN0393,V002,Infosys Limited,29AABCI5678B2Z3,IT,Office Supplies,2024-06-25,2024-07-25,2024-07-18,405049.18,True,INV-718372,Priya Sharma,Disputed
TXN0394,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Travel,2024-08-02,2024-09-01,2024-08-21,482985.71,True,INV-597889,Priya Sharma,Pending
TXN0395,V005,Tech Mahindra,27AABCT7890E5Z7,IT,Maintenance,2024-01-18,2024-02-17,2024-02-02,253540.23,True,INV-699245,Priya Sharma,Paid
TXN0396,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Hardware,2024-04-18,2024-05-18,2024-05-15,405188.06,False,INV-182175,Sneha Reddy,Paid
TXN0397,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Consulting,2024-06-12,2024-07-12,2024-06-27,455848.22,True,INV-191254,Sneha Reddy,Disputed
TXN0398,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Marketing,Consulting,2024-05-21,2024-06-20,2024-06-05,262245.65,True,INV-924758,Sneha Reddy,Paid
TXN0399,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Finance,Hardware,2024-10-17,2024-11-16,2024-11-03,296027.4,True,INV-205071,Ravi Kumar,Disputed
TXN0400,V002,Infosys Limited,29AABCI5678B2Z3,Operations,Travel,2024-06-25,2024-07-25,2024-07-20,439557.31,True,INV-609172,Sneha Reddy,Paid
TXN0401,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Maintenance,2024-03-14,2024-04-13,2024-04-12,500000.0,False,INV-447596,Priya Sharma,Paid
TXN0402,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Operations,Consulting,2024-01-11,2024-02-10,2024-01-28,172243.71,True,INV-393964,Sneha Reddy,Paid
TXN0403,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Consulting,2024-08-14,2024-09-13,2024-09-07,388145.3,True,INV-537017,Ravi Kumar,Paid
TXN0404,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Maintenance,2024-09-05,2024-10-05,2024-09-21,380949.18,True,INV-158936,Priya Sharma,Paid
TXN0405,V005,Tech Mahindra,27AABCT7890E5Z7,Legal,Travel,2024-07-25,2024-08-24,2024-08-10,72146.66,True,INV-696296,Ravi Kumar,Paid
TXN0406,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Software,2024-05-07,2024-06-06,2024-06-05,21370.17,True,INV-838862,Priya Sharma,Paid
TXN0407,V006,Reliance Industries,27AAACR5055K1ZT,HR,Travel,2024-07-22,2024-08-21,2024-08-19,319527.86,True,INV-353690,Amit Patel,Pending
TXN0408,V010,Siemens India,27AABCS5678G7Z4,HR,Hardware,2024-08-30,2024-09-29,2024-09-23,295505.72,True,INV-978343,Amit Patel,Paid
TXN0409,V005,Tech Mahindra,27AABCT7890E5Z7,IT,Maintenance,2024-01-26,2024-02-25,2024-02-15,85639.17,True,INV-324729,Priya Sharma,Paid
TXN0410,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Office Supplies,2024-07-28,2024-08-27,2024-08-13,259074.21,True,INV-904858,Ravi Kumar,Pending
TXN0411,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Hardware,2024-11-03,2024-12-03,2024-11-29,401428.08,True,INV-944193,Amit Patel,Paid
TXN0412,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Consulting,2024-08-23,2024-09-22,2024-09-14,129739.36,True,INV-645928,Sneha Reddy,Disputed
TXN0413,V002,Infosys Limited,29AABCI5678B2Z3,IT,Travel,2024-12-05,2025-01-04,2024-12-21,483410.3,True,INV-778787,Amit Patel,Paid
TXN0414,V002,Infosys Limited,29AABCI5678B2Z3,HR,Software,2024-06-21,2024-07-21,2024-07-10,494238.68,True,INV-390334,Amit Patel,Paid
TXN0415,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Travel,2024-05-03,2024-06-02,2024-05-20,450345.09,True,INV-949376,Sneha Reddy,Paid
TXN0416,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Software,2024-12-01,2024-12-31,2024-12-26,251199.55,True,INV-538897,Sneha Reddy,Pending
TXN0417,V001,Tata Consultancy Services,27AABCT1234A1Z5,Marketing,Office Supplies,2024-10-19,2024-11-18,2024-11-12,408927.28,True,INV-333164,Sneha Reddy,Paid
TXN0418,V009,Shell India,07AABCS1234F6Z2,Operations,Hardware,2024-12-02,2025-01-01,2024-12-29,438864.92,True,INV-593649,Priya Sharma,Paid
TXN0419,V009,Shell India,07AABCS1234F6Z2,Finance,Office Supplies,2024-06-20,2024-07-20,2024-07-16,328945.15,True,INV-880360,Amit Patel,Pending
TXN0420,V006,Reliance Industries,27AAACR5055K1ZT,Operations,Consulting,2024-10-26,2024-11-25,2024-11-11,150555.31,True,INV-156284,Ravi Kumar,Pending
TXN0421,V004,HCL Technologies,06AABCH3456D4Z9,Marketing,Software,2024-12-14,2025-01-13,2025-01-08,193926.26,True,INV-995735,Priya Sharma,Paid
TXN0422,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Maintenance,2024-10-18,2024-11-17,2024-11-09,446958.34,True,INV-850432,Priya Sharma,Paid
TXN0423,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Operations,Office Supplies,2024-03-31,2024-04-30,2024-04-29,160139.97,False,INV-386814,Priya Sharma,Paid
TXN0424,V010,Siemens India,27AABCS5678G7Z4,Finance,Maintenance,2024-02-15,2024-03-16,2024-03-09,69055.95,True,INV-522988,Sneha Reddy,Pending
TXN0425,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,IT,Software,2024-09-30,2024-10-30,2024-10-24,103710.05,True,INV-437864,Priya Sharma,Paid
TXN0426,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Office Supplies,2024-05-07,2024-06-06,2024-05-22,117001.53,True,INV-235193,Ravi Kumar,Pending
TXN0427,V009,Shell India,07AABCS1234F6Z2,Marketing,Consulting,2024-03-26,2024-04-25,2024-04-24,37317.08,True,INV-404955,Sneha Reddy,Disputed
TXN0428,V010,Siemens India,27AABCS5678G7Z4,Marketing,Consulting,2024-08-10,2024-09-09,2024-09-06,444547.15,True,INV-613989,Amit Patel,Paid
TXN0429,V003,Wipro Technologies,29AABCW9012C3Z1,HR,Software,2024-04-26,2024-05-26,2024-05-23,116039.07,True,INV-122977,Priya Sharma,Paid
TXN0430,V006,Reliance Industries,27AAACR5055K1ZT,Legal,Office Supplies,2024-01-20,2024-02-19,2024-02-08,190720.25,True,INV-660708,Ravi Kumar,Disputed
TXN0431,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Software,2024-11-30,2024-12-30,2024-12-29,418879.4,True,INV-537020,Sneha Reddy,Pending
TXN0432,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Consulting,2024-08-30,2024-09-29,2024-09-25,352424.77,True,INV-760929,Ravi Kumar,Paid
TXN0433,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Legal,Software,2024-12-05,2025-01-04,2024-12-25,262553.07,True,INV-243826,Sneha Reddy,Paid
TXN0434,V009,Shell India,07AABCS1234F6Z2,Legal,Travel,2024-03-01,2024-03-31,2024-03-18,144939.85,True,INV-308296,Priya Sharma,Paid
TXN0435,V009,Shell India,07AABCS1234F6Z2,Finance,Consulting,2024-12-26,2025-01-25,2025-01-22,207829.33,False,INV-620465,Priya Sharma,Pending
TXN0436,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Software,2024-01-07,2024-02-06,2024-01-22,337458.4,True,INV-702042,Sneha Reddy,Paid
TXN0437,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Software,2024-02-21,2024-03-22,2024-03-11,452865.8,True,INV-410401,Amit Patel,Pending
TXN0438,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Hardware,2024-01-21,2024-02-20,2024-02-14,426863.1,True,INV-427897,Sneha Reddy,Paid
TXN0439,V002,Infosys Limited,29AABCI5678B2Z3,IT,Software,2024-03-11,2024-04-10,2024-04-07,333360.74,True,INV-558976,Amit Patel,Paid
TXN0440,V006,Reliance Industries,27AAACR5055K1ZT,Operations,Hardware,2024-02-28,2024-03-29,2024-03-21,203384.87,True,INV-504452,Sneha Reddy,Pending
TXN0441,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Hardware,2024-12-22,2025-01-21,2025-01-07,364573.5,False,INV-536236,Sneha Reddy,Disputed
TXN0442,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Travel,2024-07-13,2024-08-12,2024-08-02,390686.33,False,INV-817712,Priya Sharma,Pending
TXN0443,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Maintenance,2024-08-13,2024-09-12,2024-09-07,27756.3,True,INV-112960,Priya Sharma,Paid
TXN0444,V009,Shell India,07AABCS1234F6Z2,Marketing,Office Supplies,2024-12-24,2025-01-23,2025-01-16,311028.31,True,INV-360651,Sneha Reddy,Paid
TXN0445,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Finance,Travel,2024-11-09,2024-12-09,2024-11-28,32010.23,True,INV-630126,Sneha Reddy,Pending
TXN0446,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Maintenance,2024-06-13,2024-07-13,2024-07-08,124241.45,False,INV-333524,Sneha Reddy,Pending
TXN0447,V004,HCL Technologies,06AABCH3456D4Z9,IT,Maintenance,2024-08-15,2024-09-14,2024-09-06,401624.34,False,INV-622669,Sneha Reddy,Paid
TXN0448,V002,Infosys Limited,29AABCI5678B2Z3,HR,Office Supplies,2024-11-30,2024-12-30,2024-12-23,13795.72,True,INV-684194,Ravi Kumar,Paid
TXN0449,V010,Siemens India,27AABCS5678G7Z4,Marketing,Office Supplies,2024-06-04,2024-07-04,2024-06-25,445604.89,True,INV-804091,Sneha Reddy,Paid
TXN0450,V006,Reliance Industries,27AAACR5055K1ZT,IT,Hardware,2024-08-20,2024-09-19,2024-09-06,169326.45,True,INV-596116,Amit Patel,Pending
TXN0451,V002,Infosys Limited,29AABCI5678B2Z3,IT,Office Supplies,2024-04-23,2024-05-23,2024-08-15,100000.0,True,INV-938769,Amit Patel,Disputed
TXN0452,V009,Shell India,07AABCS1234F6Z2,Operations,Office Supplies,2024-02-24,2024-03-25,2024-03-22,27660.16,True,INV-961760,Sneha Reddy,Paid
TXN0453,V005,Tech Mahindra,27AABCT7890E5Z7,Marketing,Hardware,2024-04-06,2024-05-06,2024-04-22,64769.17,True,INV-579247,Priya Sharma,Paid
TXN0454,V002,Infosys Limited,29AABCI5678B2Z3,HR,Software,2024-11-20,2024-12-20,2024-12-10,419545.79,True,INV-572388,Sneha Reddy,Disputed
TXN0455,V009,Shell India,07AABCS1234F6Z2,Finance,Maintenance,2024-01-03,2024-02-02,2024-02-01,267530.35,True,INV-553834,Sneha Reddy,Disputed
TXN0456,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Travel,2024-03-29,2024-04-28,2024-04-25,366594.86,True,INV-789461,Amit Patel,Disputed
TXN0457,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Travel,2024-12-20,2025-01-19,2025-01-14,382375.45,True,INV-459513,Amit Patel,Pending
TXN0458,V003,Wipro Technologies,29AABCW9012C3Z1,Finance,Maintenance,2024-11-04,2024-12-04,2024-11-22,351507.07,True,INV-984027,Amit Patel,Disputed
TXN0459,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Hardware,2024-11-15,2024-12-15,2024-12-04,358620.35,True,INV-805034,Priya Sharma,Paid
TXN0460,V009,Shell India,07AABCS1234F6Z2,Marketing,Office Supplies,2024-11-22,2024-12-22,2024-12-20,164578.79,True,INV-689593,Sneha Reddy,Disputed
TXN0461,V010,Siemens India,27AABCS5678G7Z4,Legal,Office Supplies,2024-08-01,2024-08-31,2024-08-16,338750.53,True,INV-399817,Sneha Reddy,Paid
TXN0462,V009,Shell India,07AABCS1234F6Z2,IT,Software,2024-07-14,2024-08-13,2024-08-02,76936.72,False,INV-379947,Priya Sharma,Paid
TXN0463,V005,Tech Mahindra,27AABCT7890E5Z7,Finance,Software,2024-12-19,2025-01-18,2025-01-14,393256.91,True,INV-133875,Amit Patel,Pending
TXN0464,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Office Supplies,2024-10-14,2024-11-13,2024-11-01,433096.54,True,INV-507777,Priya Sharma,Disputed
TXN0465,V005,Tech Mahindra,27AABCT7890E5Z7,Legal,Office Supplies,2024-01-25,2024-02-24,2024-02-17,463609.98,True,INV-926394,Amit Patel,Disputed
TXN0466,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Office Supplies,2024-05-08,2024-06-07,2024-05-24,105528.18,True,INV-564586,Priya Sharma,Paid
TXN0467,V010,Siemens India,27AABCS5678G7Z4,Marketing,Office Supplies,2024-11-04,2024-12-04,2024-11-22,102252.2,True,INV-408467,Sneha Reddy,Paid
TXN0468,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Hardware,2024-09-20,2024-10-20,2024-10-19,64080.14,True,INV-683635,Amit Patel,Paid
TXN0469,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Consulting,2024-01-03,2024-02-02,2024-01-21,168628.58,True,INV-141880,Priya Sharma,Paid
TXN0470,V010,Siemens India,27AABCS5678G7Z4,IT,Office Supplies,2024-11-11,2024-12-11,2024-12-06,422354.29,True,INV-700495,Amit Patel,Paid
TXN0471,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Hardware,2024-04-04,2024-05-04,2024-04-21,262700.11,True,INV-536135,Sneha Reddy,Paid
TXN0472,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Hardware,2024-12-05,2025-01-04,2024-12-29,169282.34,True,INV-889216,Sneha Reddy,Disputed
TXN0473,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Office Supplies,2024-06-26,2024-07-26,2024-07-11,225605.29,True,INV-751303,Priya Sharma,Paid
TXN0474,V006,Reliance Industries,27AAACR5055K1ZT,HR,Software,2024-07-16,2024-08-15,2024-08-03,132012.33,True,INV-641975,Amit Patel,Disputed
TXN0475,V009,Shell India,07AABCS1234F6Z2,HR,Maintenance,2024-01-23,2024-02-22,2024-02-11,151734.81,True,INV-638857,Ravi Kumar,Paid
TXN0476,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Travel,2024-01-04,2024-02-03,2024-01-30,315331.87,True,INV-911159,Priya Sharma,Pending
TXN0477,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Travel,2024-12-25,2025-01-24,2025-01-12,439925.43,True,INV-777968,Ravi Kumar,Paid
TXN0478,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Office Supplies,2024-06-18,2024-07-18,2024-07-16,23753.73,False,INV-932794,Amit Patel,Disputed
TXN0479,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Hardware,2024-05-12,2024-06-11,2024-06-03,206778.23,True,INV-554059,Amit Patel,Paid
TXN0480,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Legal,Software,2024-09-30,2024-10-30,2024-10-18,7919.97,True,INV-892682,Ravi Kumar,Paid
TXN0481,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Software,2024-05-28,2024-06-27,2024-06-22,394511.49,False,INV-395192,Sneha Reddy,Pending
TXN0482,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Legal,Software,2024-08-30,2024-09-29,2024-09-25,82380.12,True,INV-509985,Amit Patel,Paid
